Song,Artist,Album,Cover,Duration,Bitrate,Popularity,MV Link,Paid,Release Date
黑暗中漫舞,陈奕迅,Shall We Dance? Shall We Talk!,http://p2.music.126.net/jr5XGr69K4k_U1eBnL-JYw==/109951170241860133.jpg,3:15,720 kbps,100,https://music.163.com/mv?id=3742,是,2001-03-01
电灯胆,邓丽欣,Dating Stephy,http://p2.music.126.net/LV34Oi0TDF1eLsy7UMPC6Q==/109951164170710595.jpg,3:34,853 kbps,100,,是,2007-05-10
陀飞轮 (Live),陈奕迅,Concert YY 黄伟文作品展 演唱会,http://p1.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,5:49,814 kbps,90,https://music.163.com/mv?id=397224,否,2012-10-03
水瓶座 (Live),陈晓东,Concert YY 黄伟文作品展 演唱会,http://p1.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,3:19,1040 kbps,45,,是,2012-10-03
可惜我是水瓶座 (Live),杨千嬅,Concert YY 黄伟文作品展 演唱会,http://p1.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,3:37,948 kbps,90,https://music.163.com/mv?id=397219,是,2012-10-03
可惜我是水瓶座 (Live),杨千嬅 / 毛不易,声生不息 第11期,http://p1.music.126.net/lmWvAv4FUzzn9ZW3669lKA==/109951167616255787.jpg,4:49,947 kbps,95,,是,未知日期
"今日 (Live In Hong Kong, 2013)",陈奕迅,Eason's Life 陈奕迅2013演唱会,http://p1.music.126.net/rYXihk9-kGWijs5vJpm0iw==/5772436045948506.jpg,4:48,1653 kbps,100,,是,2013-01-01
今日(Live),陈奕迅,Eason Moving On Stage 1 (Live),http://p1.music.126.net/LLwcJY9QWi0S2UDthkmn5A==/109951168369175665.jpg,4:35,846 kbps,100,,是,未知日期
不来也不去,陈奕迅,H³M,http://p2.music.126.net/RmdCYKF2ZQiAlgFmcsIOeQ==/18958878997954526.jpg,4:29,1538 kbps,100,,是,2009-01-01
不来也不去 (Live),陈奕迅,DUO 陈奕迅2010演唱会,http://p1.music.126.net/7dbK-A_In2Wol92TDMYIGw==/6636652185368776.jpg,4:49,935 kbps,95,https://music.163.com/mv?id=14248060,是,2010-01-01
白玫瑰 (Live),陈奕迅,What's Going On…?,http://p2.music.126.net/jzNxBp5DCER2_aKGsXeRww==/109951167435823724.jpg,3:59,751 kbps,65,,是,未知日期
白玫瑰 (2007 Live),陈奕迅,Eason Moving On Stage 1 (Live),http://p1.music.126.net/LLwcJY9QWi0S2UDthkmn5A==/109951168369175665.jpg,3:55,1465 kbps,85,https://music.163.com/mv?id=10982884,是,2007-12-21
白玫瑰 (Live版),容祖儿 / 张靓颖,天赐的声音第四季 第4期,http://p1.music.126.net/4CH5UGoUznqVVMM3k69-QA==/109951168622343007.jpg,3:56,862 kbps,100,,是,2023-05-19
童话镇,容祖儿,童话镇,http://p1.music.126.net/AmdNYt2fNQnYBBOzw1mpKQ==/109951169826214140.jpg,3:50,997 kbps,100,,是,未知日期
给自己的情书(Live),容祖儿,隆重登场演唱会,http://p1.music.126.net/8_-JVJmHO2fjYCD6j2oFgQ==/90159953489805.jpg,2:32,855 kbps,25,,是,2001-12-21
笑忘书(Live),张敬轩,港乐&张敬轩 交响音乐会,http://p1.music.126.net/RUogIe16cLVpxtJTWJiPjg==/109951165230295594.jpg,6:58,1602 kbps,75,https://music.163.com/mv?id=14242990,是,2011-01-01
笑忘书,王菲,寓言,http://p1.music.126.net/E0ynLFbtqou5cu1iJrvUEQ==/109951163081327547.jpg,4:27,773 kbps,100,https://music.163.com/mv?id=100264,是,2000-10-20
西游记,张卫健,Yo!张卫健之西游记,http://p1.music.126.net/SrWC3a5H8pCffsi1HBTUcQ==/109951167222104712.jpg,3:40,917 kbps,85,,否,1996-01-01
法术乌魔多,张卫健,Yo!张卫健之西游记,http://p1.music.126.net/SrWC3a5H8pCffsi1HBTUcQ==/109951167222104712.jpg,2:16,1638 kbps,85,,否,1996-01-01
天外有天,张卫健,Yo!张卫健之西游记,http://p1.music.126.net/SrWC3a5H8pCffsi1HBTUcQ==/109951167222104712.jpg,3:01,1760 kbps,95,,否,1996-01-01
祝君好,张智霖,十指紧扣,http://p2.music.126.net/UM_Lbjx1qGfO0ZSzRrCHSw==/109951166944223294.jpg,4:15,927 kbps,95,https://music.163.com/mv?id=502190,是,未知日期
缠绵游戏,梁汉文,Edmond Hits 48 新歌+精选,http://p2.music.126.net/7nolNRJdaTEmr4K0hjRA8A==/41781441856456.jpg,4:03,734 kbps,100,,是,2008-12-19
上弦の月,黒うさP / KAITO,EXIT TUNES PRESENTS Vocalofantasy,http://p2.music.126.net/7-Rh4tRwO0SS6MUDtHp8lA==/109951163597844528.jpg,3:57,1044 kbps,85,https://music.163.com/mv?id=5580036,是,2015-03-04
大哥,卫兰,Janice 3000 Day & Night Concert,http://p2.music.126.net/2dZkM41hgX8XEgJhAUjMlA==/109951163402010564.jpg,3:57,880 kbps,100,,是,2012-08-17
アダルト (feat. KAITO) [Remix],Ryuma / KAITO,アダルト (feat. KAITO) [Remix],http://p2.music.126.net/tpYUvXskJvr0WWGe35VIog==/109951169991258719.jpg,3:27,1114 kbps,10,,是,2024-09-26
夏天 (Live版),吉克隽逸 / 周柏豪,天赐的声音第五季 第2期,http://p1.music.126.net/6YvvqrDQ8OuTn7jwWJ0F2w==/109951169553177208.jpg,3:55,1033 kbps,100,,是,2024-05-03
等不到,周柏豪,Roundabout,http://p2.music.126.net/zlYfva4d7474haW8X10DBg==/109951164077394061.jpg,3:54,916 kbps,100,,是,2015-11-27
百年不合,周柏豪,WHITE,http://p1.music.126.net/rWrZeZbUKcI5xiptH2F3Ow==/109951165181031160.jpg,4:16,887 kbps,100,https://music.163.com/mv?id=5293103,是,2015-04-20
告白 (V.O. Version),吴雨霏 / 周柏豪,My January,http://p1.music.126.net/XP0Z_omJzrX8ejkCdPQfkA==/109951163188719347.jpg,4:28,1579 kbps,100,https://music.163.com/mv?id=281162,是,2012-01-01
一事无成,周柏豪 / 郑融,Imperfect Live 2013 Collection,http://p1.music.126.net/7gFA6FJEuJkiYT2mUzIflw==/18152936974974588.jpg,3:12,839 kbps,100,,是,2013-04-23
你还怕大雨吗,周柏豪,8,http://p2.music.126.net/fzbBjGqcUY77Yopru5qWHw==/109951165181035502.jpg,4:14,847 kbps,100,https://music.163.com/mv?id=205059,是,2013-08-28
必杀技 (Live版),容祖儿 / 周柏豪,天赐的声音第五季 第5期,http://p1.music.126.net/4iTkYFSI2ILuXnv9yBgSnw==/109951169617468185.jpg,4:28,881 kbps,100,,是,未知日期
我的宣言,周柏豪,8,http://p2.music.126.net/fzbBjGqcUY77Yopru5qWHw==/109951165181035502.jpg,4:37,951 kbps,100,,是,2013-08-28
宏愿,周柏豪,Follow,http://p2.music.126.net/wt70UAZzDp9GW_pCKILnAg==/109951169009526791.jpg,4:18,835 kbps,100,,是,2014-12-10
还记得,周柏豪,Keep Going,http://p1.music.126.net/DgAUbJXYMoFu6FMHmbde8w==/109951164084482838.jpg,4:10,915 kbps,100,https://music.163.com/mv?id=5293145,是,2014-09-16
传闻,周柏豪,传闻,http://p1.music.126.net/C2OYfhONraVZAivlMvphow==/109951167230091333.jpg,4:07,888 kbps,100,,是,2014-02-28
小白,周柏豪,小白,http://p2.music.126.net/ixQ1tXbzXnmskYBPxqlwOQ==/109951166562826970.jpg,3:42,898 kbps,100,https://music.163.com/mv?id=378359,是,2015-01-03
够钟,周柏豪,Follow,http://p2.music.126.net/wt70UAZzDp9GW_pCKILnAg==/109951169009526791.jpg,3:48,849 kbps,100,,是,2014-12-10
岁月如歌,陈奕迅,Live For Today,http://p1.music.126.net/c9G5m3D3GQxqbTt6MqJIgw==/18956679974612526.jpg,3:27,798 kbps,100,https://music.163.com/mv?id=14490600,是,2003-07-01
兄妹,陈奕迅,黑白灰,http://p2.music.126.net/WF9SAVpoTbueroj7CLoKKg==/109951163028210664.jpg,3:30,840 kbps,100,https://music.163.com/mv?id=14490600,是,2003-04-01
K歌之王 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,4:48,1502 kbps,100,https://music.163.com/mv?id=14264614,是,2006-04-01
达尔文 II 进化版,蔡健雅,Goodbye & Hello,http://p2.music.126.net/AryQmM2GgfCk4C9XfwV5uQ==/109951168271384367.jpg,3:39,834 kbps,100,,是,2007-10-05
达尔文,蔡健雅,Goodbye & Hello,http://p2.music.126.net/AryQmM2GgfCk4C9XfwV5uQ==/109951168271384367.jpg,4:25,793 kbps,100,,是,2007-10-05
十面埋伏,陈奕迅,The Best Moment,http://p2.music.126.net/kAKoBg1AOVrgvO4WEOywoA==/109951169594708968.jpg,3:52,903 kbps,100,,是,2016-05-28
十面埋伏 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,3:49,1533 kbps,100,https://music.163.com/mv?id=14263608,是,2006-04-01
与我无关,阿冗,与我无关,http://p1.music.126.net/x-jReyGkM5OTKUEtTqXGoA==/109951164597332931.jpg,4:00,828 kbps,100,,是,2020-01-02
遥远的她(吉他版),張子铭,遥远的她（吉他版）,http://p1.music.126.net/I_HzrXScLave8r7l_FSP_g==/109951165847332017.jpg,3:52,1249 kbps,100,,否,2018-05-02
遥远的她,张学友,遥远的她·Amour,http://p2.music.126.net/q918j0EtnA6-KIkXqQPG4g==/109951169427392853.jpg,4:17,823 kbps,100,https://music.163.com/mv?id=14356201,是,1986-01-01
车匙,陈柏宇,Quinquennium 新曲+精选,http://p2.music.126.net/13UtJJamABRpgmFmuq6gwg==/109951165958573797.jpg,3:24,1629 kbps,95,https://music.163.com/mv?id=14318457,是,2011-06-23
绵绵(Live),陈奕迅,The Easy Ride Live 陈奕迅演唱会,http://p1.music.126.net/7gzZevbKJvZauIKJ5-W_Ag==/109951170175574203.jpg,4:52,1588 kbps,90,https://music.163.com/mv?id=101300,是,2002-01-01
绵绵,陈奕迅,我的最好时代,http://p2.music.126.net/ZtQenXNwYCEMjh7hJEL47g==/109951163381546710.jpg,4:04,834 kbps,100,,是,2006-02-01
合久必婚 (合唱),李克勤 / 陈苑淇,Ever Last,http://p1.music.126.net/DNqV_JgxTEPiDe4-7WZL2Q==/40681930233149.jpg,3:19,966 kbps,90,https://music.163.com/mv?id=5354032,是,2003-04-01
红绿灯,郑融,Live Like 18 新歌+精选,http://p2.music.126.net/VuOZKm0OniuD8Ls11NPemg==/109951164078358360.jpg,3:57,875 kbps,100,,是,2013-08-01
火鸟,陈辉阳 x 女声合唱,火鸟,http://p1.music.126.net/srOKdRlV3Oz5jhnr4LL2Dg==/109951167315012715.jpg,3:38,768 kbps,95,,是,2019-12-22
自由行,杨千嬅,2004开大,http://p1.music.126.net/rF7H-pBOoxOgcF0MNYBaIA==/109951163447780943.jpg,4:00,872 kbps,95,,是,2004-01-01
友情岁月,郑伊健,古惑仔II之猛龙过江,http://p1.music.126.net/qQg5jBW3ljox3MixSGp4Lw==/109951165958572446.jpg,3:32,842 kbps,100,https://music.163.com/mv?id=5643813,是,1996-08-01
心烧,陈奕迅,准备中,http://p2.music.126.net/JmNbYpBbsE7SLsnM_j0xvw==/7938473953631427.jpg,3:44,867 kbps,95,https://music.163.com/mv?id=508076,是,2015-07-10
眼睛不能没眼泪,古巨基,Guitar Fever,http://p1.music.126.net/LBpIi-VWk3XLEo27WqTcGA==/109951163909603054.jpg,4:17,815 kbps,100,,是,2008-09-12
我愿你知道,郑伊健,古惑仔最强精选集,http://p2.music.126.net/xAAkmClhcxhFq_7HENxufw==/109951165958487874.jpg,3:48,1529 kbps,90,https://music.163.com/mv?id=5437316,是,2001-03-12
知己自己,郑伊健 / 风火海,古惑仔 电影音乐大结局,http://p2.music.126.net/4zbvjEMZ-40xYw_MLE2MNw==/109951166706360448.jpg,3:30,942 kbps,95,https://music.163.com/mv?id=5441782,是,2000-08-23
甘心替代你,郑伊健,古惑仔最强精选集,http://p2.music.126.net/xAAkmClhcxhFq_7HENxufw==/109951165958487874.jpg,3:26,821 kbps,100,https://music.163.com/mv?id=14556816,是,2001-03-12
战无不胜,陈小春,友情岁月,http://p2.music.126.net/szs6b81E68_kLVjVhKs4Ng==/109951167760780017.jpg,3:38,985 kbps,100,,是,2013-10-08
友情岁月,郑伊健,影歌集 - 25年香港经典电影歌曲,http://p2.music.126.net/aGGYEVGGCsLdeCHd9FXZIQ==/18436610974801714.jpg,3:33,1572 kbps,100,https://music.163.com/mv?id=14548542,是,2006-06-27
焚情,黄凯芹,没结果的一些感情,http://p1.music.126.net/E2tigbpOIoDODSr3wGsQAg==/109951166650063350.jpg,4:06,1543 kbps,100,,是,2008-01-01
若生命等候,黄凯芹,没结果的一些感情,http://p1.music.126.net/E2tigbpOIoDODSr3wGsQAg==/109951166650063350.jpg,4:08,844 kbps,100,,是,2008-01-01
今天只做一件事,陈奕迅,H³M,http://p2.music.126.net/RmdCYKF2ZQiAlgFmcsIOeQ==/18958878997954526.jpg,3:49,1508 kbps,100,,是,2009-01-01
森の小さなレストラン,手嶌葵,森の小さなレストラン,http://p1.music.126.net/JLrNeoEfZXhidRsZut-hTw==/109951170539424591.jpg,2:33,822 kbps,100,,是,2023-04-12
傻女,陈慧娴,宝丽金难忘的回忆精选,http://p2.music.126.net/VlDOYAfO4zUI-wWe2RAusQ==/80264348845218.jpg,3:50,1562 kbps,100,,是,1996-12-03
游乐场,谢霆锋,黄.锋 新曲+精选,http://p2.music.126.net/euL6wTBBk-BqQXFzM2xzUQ==/109951170956059564.jpg,4:07,720 kbps,100,,是,2005-02-07
Toxic,Yileen,Toxic毒性,http://p1.music.126.net/ZI5fjsTZeTQBwrXpz2zJ9A==/109951169762393091.jpg,2:46,941 kbps,90,,是,未知日期
Auspicious sign,Jusqu'à Grand-Père,2-deux-,http://p1.music.126.net/5Kx8_mAUy9dDSTZthbMs4A==/109951168761314178.jpg,2:18,1361 kbps,100,,是,2014-09-03
潮騒のメモリー,小泉今日子,潮騒のメモリー,http://p2.music.126.net/Gvy-vJwY4w_hgd5Pd3Fe1w==/5666882929623609.jpg,4:06,921 kbps,65,,否,2013-07-31
开不了心,陈奕迅,我的最好时代,http://p1.music.126.net/ZtQenXNwYCEMjh7hJEL47g==/109951163381546710.jpg,4:39,923 kbps,100,https://music.163.com/mv?id=3472,是,2006-02-01
无去无来,杨千嬅,无去无来,http://p1.music.126.net/S0LwSdEvPMCV6GnESqUagA==/109951168592768418.jpg,4:39,826 kbps,95,https://music.163.com/mv?id=14624169,是,2023-05-08
圆,AGA,Ginadoll,http://p1.music.126.net/uyNMGdgqRHO1-1Rk6uMQEQ==/109951169358377101.jpg,4:09,847 kbps,100,https://music.163.com/mv?id=5564144,是,2016-03-14
完,陈奕迅,...3mm,http://p1.music.126.net/JR-EYm7IAvaH7FYWVo5T9A==/18913799021152505.jpg,3:24,837 kbps,100,https://music.163.com/mv?id=303276,是,2012-01-01
娱乐天空,陈奕迅,Rice & Shine,http://p1.music.126.net/itkdsMFR8nYzaTiDdHO3tA==/109951165995320408.jpg,6:03,1466 kbps,100,,是,2014-01-01
"可否多一吻(电影""我爱太空人""歌曲)",张国荣,电影歌曲101,http://p2.music.126.net/8h9V6sH-Kfnqf78c1yhzbA==/109951169072036508.jpg,5:07,823 kbps,10,,是,2014-01-01
月半小夜曲  ハーフムーン・セレナーデ,瑞鸣音乐 / 名知玲美,那些年我们唱过的日本歌,http://p1.music.126.net/xaqM6jPjsozAzkuFbvsOvg==/109951164447821538.jpg,6:53,1411 kbps,40,,是,未知日期
任天堂流泪,古巨基,游戏 基,http://p1.music.126.net/uP0o1y8zqPT2P7pbYDZuzw==/109951165264460749.jpg,3:58,1544 kbps,100,,是,2003-11-01
1874 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,5:08,1409 kbps,95,https://music.163.com/mv?id=14264606,是,2006-04-20
怪物 (Live),陈奕迅,Get A Life (Live),http://p1.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,3:14,1632 kbps,70,https://music.163.com/mv?id=14263596,是,2006-04-20
阿牛 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,3:39,1572 kbps,95,https://music.163.com/mv?id=14264617,是,2006-04-20
心乱飞,陶喆,David Tao,http://p1.music.126.net/vcyUJw7mfEzzMCgbJry31w==/109951169507121139.jpg,3:40,949 kbps,100,,是,1997-12-06
unravel,TK from 凛として時雨,Fantastic Magic,http://p1.music.126.net/FDOGd6uW4RUDuAq6fKvnmw==/109951169033080950.jpg,4:00,1658 kbps,100,https://music.163.com/mv?id=10950059,是,2014-08-27
Honey Honey,孙燕姿,完美的一天,http://p1.music.126.net/fDHMWWX7pLkAxVPK10OQ7g==/109951168311119114.jpg,4:24,935 kbps,100,https://music.163.com/mv?id=5309427,是,2005-10-01
心腹,陈奕迅,Time Flies,http://p1.music.126.net/90Hf_rzZe79hWdf5S-wiAg==/109951170448806800.jpg,3:23,991 kbps,85,,是,2010-01-01
爱错,王力宏,心中的日月,http://p1.music.126.net/68gTdMvsaXBGEwj78j7HPg==/109951169217435459.jpg,3:58,933 kbps,100,https://music.163.com/mv?id=290262,是,2004-12-31
情愿,阿梨粤,最爱,http://p1.music.126.net/HvnVEOGaq5XTTrYt7Z6YuA==/109951168232658478.jpg,4:16,728 kbps,85,,是,2021-07-01
倾城,阿梨粤,最爱,http://p1.music.126.net/HvnVEOGaq5XTTrYt7Z6YuA==/109951168232658478.jpg,4:22,793 kbps,85,,是,2021-07-01
再见二丁目,阿梨粤,最爱,http://p1.music.126.net/HvnVEOGaq5XTTrYt7Z6YuA==/109951168232658478.jpg,4:35,758 kbps,85,,是,2021-07-01
月半小夜曲,阿梨粤,最爱,http://p1.music.126.net/HvnVEOGaq5XTTrYt7Z6YuA==/109951168232658478.jpg,5:14,754 kbps,95,,是,2021-07-01
